Время;Давление, атм
14.03.2024 15:21:45:967;0,96
14.03.2024 15:21:46:045;0,95
14.03.2024 15:21:46:123;0,96
14.03.2024 15:21:46:201;0,95
14.03.2024 15:21:46:749;0,95
14.03.2024 15:21:46:827;0,95
14.03.2024 15:21:46:983;0,95
14.03.2024 15:21:47:061;0,95
14.03.2024 15:21:47:140;0,95
14.03.2024 15:21:48:781;0,95
14.03.2024 15:21:48:859;0,94
14.03.2024 15:21:48:936;0,95
14.03.2024 15:21:49:015;0,94
14.03.2024 15:21:49:093;0,94
14.03.2024 15:21:49:249;0,94
14.03.2024 15:21:49:327;0,95
14.03.2024 15:21:49:405;0,93
14.03.2024 15:21:49:484;0,94
14.03.2024 15:21:49:640;0,94
14.03.2024 15:21:49:718;0,93
14.03.2024 15:21:49:796;0,94
14.03.2024 15:21:49:875;0,93
14.03.2024 15:21:49:953;0,93
14.03.2024 15:21:50:031;0,94
14.03.2024 15:21:50:109;0,93
14.03.2024 15:21:50:187;0,93
14.03.2024 15:21:50:265;0,93
14.03.2024 15:21:50:343;0,93
14.03.2024 15:21:50:421;0,93
14.03.2024 15:21:50:499;0,93
14.03.2024 15:21:50:578;0,93
14.03.2024 15:21:50:656;0,93
14.03.2024 15:21:50:734;0,93
14.03.2024 15:21:50:890;0,93
14.03.2024 15:21:50:969;0,93
14.03.2024 15:21:51:125;0,93
14.03.2024 15:21:51:203;0,92
14.03.2024 15:21:51:281;0,92
14.03.2024 15:21:51:359;0,93
14.03.2024 15:21:51:437;0,92
14.03.2024 15:21:51:516;0,93
14.03.2024 15:21:51:594;0,92
14.03.2024 15:21:51:844;0,92
14.03.2024 15:21:51:922;0,93
14.03.2024 15:21:52:000;0,92
14.03.2024 15:21:52:078;0,92
14.03.2024 15:21:52:156;0,92
14.03.2024 15:21:52:235;0,92
14.03.2024 15:21:52:313;0,92
14.03.2024 15:21:52:782;0,92
14.03.2024 15:21:52:860;0,92
14.03.2024 15:21:53:032;0,92
14.03.2024 15:21:53:110;0,92
14.03.2024 15:21:53:188;0,92
14.03.2024 15:21:53:266;0,92
14.03.2024 15:21:53:344;0,92
14.03.2024 15:21:53:422;0,91
14.03.2024 15:21:53:500;0,92
14.03.2024 15:21:53:579;0,91
14.03.2024 15:21:53:657;0,92
14.03.2024 15:21:53:814;0,92
14.03.2024 15:21:53:891;0,91
14.03.2024 15:21:53:985;0,91
14.03.2024 15:22:04:066;1
14.03.2024 15:22:04:144;1,01
14.03.2024 15:22:04:222;1,01
14.03.2024 15:22:04:300;1,02
14.03.2024 15:22:04:457;1,03
14.03.2024 15:22:04:613;1,03
14.03.2024 15:22:04:691;1,03
14.03.2024 15:22:04:770;1,03
14.03.2024 15:22:04:848;1,04
14.03.2024 15:22:04:926;1,04
14.03.2024 15:22:05:004;1,04
14.03.2024 15:22:05:160;1,05
14.03.2024 15:22:05:238;1,06
14.03.2024 15:22:05:316;1,06
14.03.2024 15:22:05:394;1,07
14.03.2024 15:22:05:473;1,07
14.03.2024 15:22:05:551;1,08
14.03.2024 15:22:05:707;1,08
14.03.2024 15:22:05:786;1,08
14.03.2024 15:22:05:864;1,09
14.03.2024 15:22:05:942;1,09
14.03.2024 15:22:06:020;1,09
14.03.2024 15:22:06:098;1,1
14.03.2024 15:22:06:332;1,1
14.03.2024 15:22:06:410;1,11
14.03.2024 15:22:06:489;1,11
14.03.2024 15:22:06:567;1,11
14.03.2024 15:22:06:645;1,11
14.03.2024 15:22:06:723;1,11
14.03.2024 15:22:06:801;1,12
14.03.2024 15:22:06:879;1,12
14.03.2024 15:22:06:957;1,12
14.03.2024 15:22:07:036;1,13
14.03.2024 15:22:07:114;1,13
14.03.2024 15:22:07:192;1,12
14.03.2024 15:22:07:270;1,14
14.03.2024 15:22:07:348;1,14
14.03.2024 15:22:07:426;1,14
14.03.2024 15:22:07:504;1,15
14.03.2024 15:22:07:677;1,15
14.03.2024 15:22:07:755;1,16
14.03.2024 15:22:07:833;1,16
14.03.2024 15:22:07:911;1,17
14.03.2024 15:22:07:989;1,17
14.03.2024 15:22:08:068;1,17
14.03.2024 15:22:08:146;1,17
14.03.2024 15:22:08:223;1,18
14.03.2024 15:22:08:302;1,18
14.03.2024 15:22:08:380;1,19
14.03.2024 15:22:08:458;1,19
14.03.2024 15:22:08:536;1,19
14.03.2024 15:22:08:615;1,2
14.03.2024 15:22:08:849;1,2
14.03.2024 15:22:08:927;1,2
14.03.2024 15:22:09:021;1,2
14.03.2024 15:22:09:099;1,21
14.03.2024 15:22:09:177;1,22
14.03.2024 15:22:09:255;1,22
14.03.2024 15:22:09:333;1,23
14.03.2024 15:22:09:411;1,22
14.03.2024 15:22:09:489;1,23
14.03.2024 15:22:09:568;1,23
14.03.2024 15:22:09:646;1,24
14.03.2024 15:22:09:724;1,24
14.03.2024 15:22:09:802;1,24
14.03.2024 15:22:09:881;1,25
14.03.2024 15:22:09:959;1,24
14.03.2024 15:22:10:037;1,25
14.03.2024 15:22:10:115;1,25
14.03.2024 15:22:10:193;1,25
14.03.2024 15:22:10:271;1,26
14.03.2024 15:22:10:349;1,26
14.03.2024 15:22:10:427;1,27
14.03.2024 15:22:10:505;1,27
14.03.2024 15:22:10:584;1,27
14.03.2024 15:22:10:662;1,28
14.03.2024 15:22:10:974;1,28
14.03.2024 15:22:11:053;1,29
14.03.2024 15:22:11:131;1,28
14.03.2024 15:22:11:209;1,3
14.03.2024 15:22:11:287;1,28
14.03.2024 15:22:11:365;1,3
14.03.2024 15:22:11:521;1,3
14.03.2024 15:22:11:600;1,31
14.03.2024 15:22:11:834;1,31
14.03.2024 15:22:11:912;1,32
14.03.2024 15:22:11:990;1,32
14.03.2024 15:22:12:069;1,32
14.03.2024 15:22:12:147;1,33
14.03.2024 15:22:12:303;1,33
14.03.2024 15:22:12:381;1,33
14.03.2024 15:22:12:537;1,33
14.03.2024 15:22:12:616;1,34
14.03.2024 15:22:12:694;1,35
14.03.2024 15:22:12:772;1,35
14.03.2024 15:22:12:866;1,35
14.03.2024 15:22:13:022;1,35
14.03.2024 15:22:13:100;1,35
14.03.2024 15:22:13:178;1,35
14.03.2024 15:22:13:256;1,36
14.03.2024 15:22:13:335;1,37
14.03.2024 15:22:13:413;1,38
14.03.2024 15:22:13:491;1,37
14.03.2024 15:22:13:569;1,37
14.03.2024 15:22:13:647;1,38
14.03.2024 15:22:13:725;1,38
14.03.2024 15:22:13:960;1,38
14.03.2024 15:22:14:054;1,38
14.03.2024 15:22:14:132;1,38
14.03.2024 15:22:14:210;1,39
14.03.2024 15:22:14:679;1,39
14.03.2024 15:22:14:757;1,4
14.03.2024 15:22:14:835;1,4
14.03.2024 15:22:14:913;1,41
14.03.2024 15:22:14:992;1,41
14.03.2024 15:22:15:070;1,41
14.03.2024 15:22:15:148;1,41
14.03.2024 15:22:15:225;1,43
14.03.2024 15:22:15:304;1,42
14.03.2024 15:22:15:538;1,42
14.03.2024 15:22:15:632;1,43
14.03.2024 15:22:15:710;1,43
14.03.2024 15:22:15:788;1,43
14.03.2024 15:22:16:023;1,43
14.03.2024 15:22:16:101;1,44
14.03.2024 15:22:16:195;1,44
14.03.2024 15:22:16:351;1,44
14.03.2024 15:22:16:429;1,45
14.03.2024 15:22:16:679;1,45
14.03.2024 15:22:16:757;1,46
14.03.2024 15:22:16:992;1,46
14.03.2024 15:22:17:070;1,46
14.03.2024 15:22:17:148;1,46
14.03.2024 15:22:17:226;1,47
14.03.2024 15:22:17:304;1,48
14.03.2024 15:22:17:382;1,47
14.03.2024 15:22:17:461;1,48
14.03.2024 15:22:17:539;1,47
14.03.2024 15:22:17:617;1,48
14.03.2024 15:22:17:695;1,48
14.03.2024 15:22:17:852;1,48
14.03.2024 15:22:17:945;1,49
14.03.2024 15:22:18:024;1,49
14.03.2024 15:22:18:102;1,49
14.03.2024 15:22:18:492;1,49
14.03.2024 15:22:18:570;1,5
14.03.2024 15:22:18:665;1,51
14.03.2024 15:22:19:055;1,51
14.03.2024 15:22:19:133;1,51
14.03.2024 15:22:19:289;1,51
14.03.2024 15:22:19:368;1,51
14.03.2024 15:22:19:446;1,52
14.03.2024 15:22:19:603;1,52
14.03.2024 15:22:19:696;1,52
14.03.2024 15:22:19:774;1,53
14.03.2024 15:22:19:852;1,53
14.03.2024 15:22:19:930;1,52
14.03.2024 15:22:20:009;1,53
14.03.2024 15:22:20:086;1,53
14.03.2024 15:22:20:164;1,53
14.03.2024 15:22:20:243;1,54
14.03.2024 15:22:20:321;1,53
14.03.2024 15:22:20:399;1,54
14.03.2024 15:22:20:712;1,54
14.03.2024 15:22:20:790;1,54
14.03.2024 15:22:20:884;1,55
14.03.2024 15:22:21:040;1,55
14.03.2024 15:22:21:118;1,55
14.03.2024 15:22:21:212;1,56
14.03.2024 15:22:21:290;1,55
14.03.2024 15:22:21:368;1,56
14.03.2024 15:22:21:524;1,56
14.03.2024 15:22:21:603;1,56
14.03.2024 15:22:21:681;1,56
14.03.2024 15:22:21:853;1,56
14.03.2024 15:22:21:931;1,56
14.03.2024 15:22:22:009;1,56
14.03.2024 15:22:22:104;1,56
14.03.2024 15:22:22:196;1,56
14.03.2024 15:22:22:274;1,57
14.03.2024 15:22:22:353;1,57
14.03.2024 15:22:22:431;1,57
14.03.2024 15:22:22:509;1,57
14.03.2024 15:22:22:587;1,57
14.03.2024 15:22:22:666;1,58
14.03.2024 15:22:22:978;1,58
14.03.2024 15:22:23:056;1,59
14.03.2024 15:22:23:134;1,59
14.03.2024 15:22:23:447;1,59
14.03.2024 15:22:23:525;1,59
14.03.2024 15:22:23:760;1,59
14.03.2024 15:22:23:838;1,6
14.03.2024 15:22:23:916;1,59
14.03.2024 15:22:23:994;1,59
14.03.2024 15:22:24:072;1,6
14.03.2024 15:22:24:166;1,6
14.03.2024 15:22:24:322;1,6
14.03.2024 15:22:24:400;1,61
14.03.2024 15:22:24:479;1,61
14.03.2024 15:22:24:556;1,6
14.03.2024 15:22:24:650;1,61
14.03.2024 15:22:24:963;1,61
14.03.2024 15:22:25:041;1,62
14.03.2024 15:22:25:119;1,62
14.03.2024 15:22:25:197;1,61
14.03.2024 15:22:25:275;1,62
14.03.2024 15:22:25:432;1,62
14.03.2024 15:22:25:510;1,62
14.03.2024 15:22:25:588;1,63
14.03.2024 15:22:25:917;1,63
14.03.2024 15:22:25:995;1,64
14.03.2024 15:22:26:072;1,64
14.03.2024 15:22:26:151;1,64
14.03.2024 15:22:26:541;1,64
14.03.2024 15:22:26:620;1,64
14.03.2024 15:22:26:698;1,65
14.03.2024 15:22:26:776;1,64
14.03.2024 15:22:26:854;1,65
14.03.2024 15:22:26:932;1,64
14.03.2024 15:22:27:011;1,64
14.03.2024 15:22:27:088;1,65
14.03.2024 15:22:27:167;1,65
14.03.2024 15:22:27:245;1,65
14.03.2024 15:22:27:323;1,65
14.03.2024 15:22:27:479;1,65
14.03.2024 15:22:27:557;1,65
14.03.2024 15:22:27:714;1,65
14.03.2024 15:22:27:792;1,66
14.03.2024 15:22:27:948;1,66
14.03.2024 15:22:28:026;1,65
14.03.2024 15:22:28:104;1,66
14.03.2024 15:22:28:417;1,66
14.03.2024 15:22:28:495;1,67
14.03.2024 15:22:28:573;1,67
14.03.2024 15:22:28:651;1,67
14.03.2024 15:22:28:808;1,67
14.03.2024 15:22:28:886;1,68
14.03.2024 15:22:28:964;1,67
14.03.2024 15:22:29:042;1,68
14.03.2024 15:22:29:121;1,68
14.03.2024 15:22:29:198;1,68
14.03.2024 15:22:29:840;1,68
14.03.2024 15:22:29:918;1,69
14.03.2024 15:22:29:996;1,69
14.03.2024 15:22:30:074;1,69
14.03.2024 15:22:30:152;1,68
14.03.2024 15:22:30:230;1,7
14.03.2024 15:22:30:386;1,7
14.03.2024 15:22:30:464;1,7
14.03.2024 15:22:30:778;1,7
14.03.2024 15:22:30:855;1,71
14.03.2024 15:22:31:027;1,71
14.03.2024 15:22:31:105;1,71
14.03.2024 15:22:31:199;1,71
14.03.2024 15:22:31:277;1,72
14.03.2024 15:22:31:590;1,72
14.03.2024 15:22:31:668;1,72
14.03.2024 15:22:31:746;1,72
14.03.2024 15:22:31:840;1,73
14.03.2024 15:22:31:918;1,72
14.03.2024 15:22:31:996;1,73
14.03.2024 15:22:32:074;1,73
14.03.2024 15:22:32:153;1,73
14.03.2024 15:22:32:778;1,73
14.03.2024 15:22:32:856;1,74
14.03.2024 15:22:32:934;1,74
14.03.2024 15:22:33:012;1,75
14.03.2024 15:22:33:090;1,75
14.03.2024 15:22:33:169;1,75
14.03.2024 15:22:33:247;1,75
14.03.2024 15:22:33:325;1,75
14.03.2024 15:22:33:403;1,75
14.03.2024 15:22:33:638;1,75
14.03.2024 15:22:33:716;1,76
14.03.2024 15:22:33:794;1,76
14.03.2024 15:22:33:872;1,76
14.03.2024 15:22:33:950;1,76
14.03.2024 15:22:34:028;1,76
14.03.2024 15:22:34:106;1,76
14.03.2024 15:22:34:184;1,77
14.03.2024 15:22:34:262;1,76
14.03.2024 15:22:34:341;1,77
14.03.2024 15:22:34:497;1,77
14.03.2024 15:22:34:575;1,78
14.03.2024 15:22:34:654;1,78
14.03.2024 15:22:34:732;1,78
14.03.2024 15:22:34:810;1,79
14.03.2024 15:22:34:888;1,78
14.03.2024 15:22:34:966;1,79
14.03.2024 15:22:35:044;1,79
14.03.2024 15:22:35:122;1,79
14.03.2024 15:22:35:591;1,79
14.03.2024 15:22:35:669;1,8
14.03.2024 15:22:36:060;1,8
14.03.2024 15:22:36:138;1,8
14.03.2024 15:22:36:216;1,8
14.03.2024 15:22:36:295;1,8
14.03.2024 15:22:36:529;1,8
14.03.2024 15:22:36:607;1,81
14.03.2024 15:22:36:685;1,8
14.03.2024 15:22:36:764;1,81
14.03.2024 15:22:36:920;1,81
14.03.2024 15:22:36:998;1,81
14.03.2024 15:22:37:232;1,81
14.03.2024 15:22:37:310;1,82
14.03.2024 15:22:37:388;1,81
14.03.2024 15:22:37:545;1,81
14.03.2024 15:22:37:623;1,8
14.03.2024 15:22:37:701;1,8
14.03.2024 15:22:37:779;1,81
14.03.2024 15:22:37:857;1,81
14.03.2024 15:22:37:935;1,81
14.03.2024 15:22:38:014;1,81
14.03.2024 15:22:38:092;1,81
14.03.2024 15:22:38:420;1,81
14.03.2024 15:22:38:498;1,81
14.03.2024 15:22:38:732;1,81
14.03.2024 15:22:38:811;1,82
14.03.2024 15:22:38:889;1,81
14.03.2024 15:22:38:983;1,82
14.03.2024 15:22:39:061;1,81
14.03.2024 15:22:39:139;1,82
14.03.2024 15:22:39:217;1,81
14.03.2024 15:22:39:295;1,83
14.03.2024 15:22:39:373;1,82
14.03.2024 15:22:39:451;1,83
14.03.2024 15:22:39:530;1,82
14.03.2024 15:22:39:608;1,83
14.03.2024 15:22:39:921;1,83
14.03.2024 15:22:39:999;1,83
14.03.2024 15:22:40:077;1,83
14.03.2024 15:22:40:155;1,83
14.03.2024 15:22:40:233;1,84
14.03.2024 15:22:40:389;1,84
14.03.2024 15:22:40:467;1,83
14.03.2024 15:22:40:546;1,84
14.03.2024 15:22:40:937;1,84
14.03.2024 15:22:41:015;1,84
14.03.2024 15:22:41:171;1,84
14.03.2024 15:22:41:249;1,84
14.03.2024 15:22:41:327;1,84
14.03.2024 15:22:41:405;1,84
14.03.2024 15:22:41:499;1,84
14.03.2024 15:22:41:577;1,85
14.03.2024 15:22:41:655;1,84
14.03.2024 15:22:41:734;1,85
14.03.2024 15:22:41:890;1,85
14.03.2024 15:22:41:968;1,86
14.03.2024 15:22:42:046;1,86
14.03.2024 15:22:42:124;1,85
14.03.2024 15:22:42:202;1,85
14.03.2024 15:22:42:281;1,86
14.03.2024 15:22:42:359;1,86
14.03.2024 15:22:42:437;1,85
14.03.2024 15:22:42:515;1,86
14.03.2024 15:22:43:140;1,86
14.03.2024 15:22:43:218;1,87
14.03.2024 15:22:43:296;1,86
14.03.2024 15:22:43:375;1,87
14.03.2024 15:22:43:453;1,86
14.03.2024 15:22:43:531;1,87
14.03.2024 15:22:43:609;1,88
14.03.2024 15:22:43:687;1,88
14.03.2024 15:22:43:766;1,88
14.03.2024 15:22:44:078;1,88
14.03.2024 15:22:44:156;1,88
14.03.2024 15:22:44:234;1,88
14.03.2024 15:22:44:312;1,88
14.03.2024 15:22:44:390;1,88
14.03.2024 15:22:44:469;1,88
14.03.2024 15:22:44:547;1,88
14.03.2024 15:22:44:625;1,89
14.03.2024 15:22:44:703;1,88
14.03.2024 15:22:44:781;1,88
14.03.2024 15:22:44:860;1,89
14.03.2024 15:22:45:188;1,89
14.03.2024 15:22:45:266;1,89
14.03.2024 15:22:45:344;1,89
14.03.2024 15:22:45:422;1,89
14.03.2024 15:22:45:501;1,89
14.03.2024 15:22:45:579;1,89
14.03.2024 15:22:45:656;1,9
14.03.2024 15:22:45:735;1,9
14.03.2024 15:22:45:813;1,91
14.03.2024 15:22:45:891;1,9
14.03.2024 15:22:46:126;1,9
14.03.2024 15:22:46:203;1,91
14.03.2024 15:22:46:282;1,91
14.03.2024 15:22:46:751;1,91
14.03.2024 15:22:46:829;1,92
14.03.2024 15:22:46:907;1,91
14.03.2024 15:22:46:985;1,91
14.03.2024 15:22:47:063;1,92
14.03.2024 15:22:47:142;1,92
14.03.2024 15:22:47:219;1,92
14.03.2024 15:22:47:298;1,92
14.03.2024 15:22:47:376;1,92
14.03.2024 15:22:47:454;1,93
14.03.2024 15:22:47:532;1,92
14.03.2024 15:22:47:610;1,92
14.03.2024 15:22:47:689;1,92
14.03.2024 15:22:47:767;1,93
14.03.2024 15:22:47:845;1,92
14.03.2024 15:22:47:923;1,93
14.03.2024 15:22:48:001;1,92
14.03.2024 15:22:48:079;1,93
14.03.2024 15:22:48:157;1,93
14.03.2024 15:22:48:235;1,94
14.03.2024 15:22:48:548;1,94
14.03.2024 15:22:48:626;1,94
14.03.2024 15:22:49:017;1,94
14.03.2024 15:22:49:095;1,94
14.03.2024 15:22:49:408;1,94
14.03.2024 15:22:49:486;1,95
14.03.2024 15:22:49:564;1,96
14.03.2024 15:22:49:642;1,94
14.03.2024 15:22:49:720;1,96
14.03.2024 15:22:49:799;1,95
14.03.2024 15:22:49:877;1,96
14.03.2024 15:22:49:955;1,96
14.03.2024 15:22:50:033;1,96
14.03.2024 15:22:50:111;1,96
14.03.2024 15:22:50:205;1,96
14.03.2024 15:22:50:596;1,96
14.03.2024 15:22:50:674;1,97
14.03.2024 15:22:51:065;1,97
14.03.2024 15:22:51:143;1,97
14.03.2024 15:22:51:455;1,97
14.03.2024 15:22:51:534;1,97
14.03.2024 15:22:51:612;1,97
14.03.2024 15:22:51:705;1,97
14.03.2024 15:22:51:784;1,99
14.03.2024 15:22:51:862;1,98
14.03.2024 15:22:51:956;1,98
14.03.2024 15:22:52:034;1,99
14.03.2024 15:22:52:112;1,98
14.03.2024 15:22:52:205;1,99
14.03.2024 15:22:52:283;1,99
14.03.2024 15:22:52:362;1,99
14.03.2024 15:22:52:440;1,99
14.03.2024 15:22:52:987;1,99
14.03.2024 15:22:53:081;2
14.03.2024 15:22:53:159;2
14.03.2024 15:22:53:237;2
14.03.2024 15:22:53:315;2
14.03.2024 15:22:53:393;2
14.03.2024 15:22:53:471;2
14.03.2024 15:22:53:550;2
14.03.2024 15:22:53:628;2
14.03.2024 15:22:53:706;2,01
14.03.2024 15:22:53:940;2,01
14.03.2024 15:22:54:019;2,02
14.03.2024 15:22:54:097;2,02
14.03.2024 15:22:54:643;2,02
14.03.2024 15:22:54:722;2,03
14.03.2024 15:22:54:800;2,02
14.03.2024 15:22:54:972;2,02
14.03.2024 15:22:55:050;2,03
14.03.2024 15:22:55:128;2,03
14.03.2024 15:22:55:206;2,04
14.03.2024 15:22:55:284;2,03
14.03.2024 15:22:55:362;2,04
14.03.2024 15:22:55:441;2,04
14.03.2024 15:22:55:519;2,04
14.03.2024 15:22:55:597;2,04
14.03.2024 15:22:56:082;2,04
14.03.2024 15:22:56:160;2,05
14.03.2024 15:22:56:238;2,05
14.03.2024 15:22:56:316;2,04
14.03.2024 15:22:56:394;2,05
14.03.2024 15:22:56:551;2,05
14.03.2024 15:22:56:629;2,06
14.03.2024 15:22:56:707;2,06
14.03.2024 15:22:56:785;2,05
14.03.2024 15:22:56:863;2,06
14.03.2024 15:22:56:941;2,06
14.03.2024 15:22:57:019;2,07
14.03.2024 15:22:57:098;2,07
14.03.2024 15:22:57:254;2,07
14.03.2024 15:22:57:332;2,07
14.03.2024 15:22:57:410;2,07
14.03.2024 15:22:57:488;2,07
14.03.2024 15:22:57:567;2,08
14.03.2024 15:22:57:801;2,08
14.03.2024 15:22:57:879;2,08
14.03.2024 15:22:58:035;2,08
14.03.2024 15:22:58:114;2,09
14.03.2024 15:22:58:504;2,09
14.03.2024 15:22:58:582;2,1
14.03.2024 15:22:58:661;2,1
14.03.2024 15:22:58:738;2,1
14.03.2024 15:22:58:833;2,1
14.03.2024 15:22:58:989;2,1
14.03.2024 15:22:59:067;2,1
14.03.2024 15:22:59:145;2,1
14.03.2024 15:22:59:223;2,1
14.03.2024 15:22:59:301;2,1
14.03.2024 15:22:59:379;2,12
14.03.2024 15:22:59:458;2,11
14.03.2024 15:22:59:536;2,12
14.03.2024 15:22:59:614;2,11
14.03.2024 15:22:59:692;2,11
14.03.2024 15:22:59:770;2,12
14.03.2024 15:22:59:927;2,12
14.03.2024 15:23:00:005;2,13
14.03.2024 15:23:00:083;2,13
14.03.2024 15:23:00:161;2,12
14.03.2024 15:23:00:239;2,12
14.03.2024 15:23:00:317;2,13
14.03.2024 15:23:00:395;2,13
14.03.2024 15:23:00:473;2,13
14.03.2024 15:23:00:630;2,13
14.03.2024 15:23:00:708;2,14
14.03.2024 15:23:00:864;2,14
14.03.2024 15:23:00:942;2,15
14.03.2024 15:23:01:021;2,15
14.03.2024 15:23:01:099;2,15
14.03.2024 15:23:01:177;2,15
14.03.2024 15:23:01:255;2,15
14.03.2024 15:23:01:333;2,16
14.03.2024 15:23:01:568;2,16
14.03.2024 15:23:01:646;2,17
14.03.2024 15:23:01:724;2,16
14.03.2024 15:23:01:880;2,16
14.03.2024 15:23:01:958;2,17
14.03.2024 15:23:02:037;2,17
14.03.2024 15:23:02:115;2,17
14.03.2024 15:23:02:193;2,18
14.03.2024 15:23:02:271;2,18
14.03.2024 15:23:02:349;2,19
14.03.2024 15:23:02:427;2,19
14.03.2024 15:23:02:505;2,2
14.03.2024 15:23:02:584;2,18
14.03.2024 15:23:02:662;2,19
14.03.2024 15:23:02:740;2,19
14.03.2024 15:23:02:818;2,2
14.03.2024 15:23:02:974;2,2
14.03.2024 15:23:03:053;2,2
14.03.2024 15:23:03:131;2,2
14.03.2024 15:23:03:208;2,21
14.03.2024 15:23:03:287;2,21
14.03.2024 15:23:03:365;2,21
14.03.2024 15:23:03:615;2,21
14.03.2024 15:23:03:693;2,22
14.03.2024 15:23:03:850;2,22
14.03.2024 15:23:03:928;2,23
14.03.2024 15:23:04:006;2,22
14.03.2024 15:23:04:084;2,22
14.03.2024 15:23:04:162;2,23
14.03.2024 15:23:04:240;2,23
14.03.2024 15:23:04:318;2,23
14.03.2024 15:23:04:396;2,24
14.03.2024 15:23:04:631;2,24
14.03.2024 15:23:04:709;2,24
14.03.2024 15:23:05:022;2,24
14.03.2024 15:23:05:100;2,24
14.03.2024 15:23:05:178;2,25
14.03.2024 15:23:05:412;2,25
14.03.2024 15:23:05:490;2,26
14.03.2024 15:23:05:570;2,26
14.03.2024 15:23:05:663;2,26
14.03.2024 15:23:05:740;2,26
14.03.2024 15:23:05:819;2,27
14.03.2024 15:23:05:897;2,26
14.03.2024 15:23:05:991;2,26
14.03.2024 15:23:06:069;2,27
14.03.2024 15:23:06:147;2,27
14.03.2024 15:23:06:225;2,28
14.03.2024 15:23:06:459;2,28
14.03.2024 15:23:06:538;2,28
14.03.2024 15:23:06:616;2,29
14.03.2024 15:23:06:694;2,29
14.03.2024 15:23:06:773;2,29
14.03.2024 15:23:06:851;2,29
14.03.2024 15:23:06:929;2,29
14.03.2024 15:23:07:006;2,29
14.03.2024 15:23:07:085;2,29
14.03.2024 15:23:07:163;2,29
14.03.2024 15:23:07:241;2,3
14.03.2024 15:23:07:319;2,29
14.03.2024 15:23:07:397;2,29
14.03.2024 15:23:07:475;2,31
14.03.2024 15:23:07:554;2,31
14.03.2024 15:23:07:632;2,3
14.03.2024 15:23:07:710;2,3
14.03.2024 15:23:07:788;2,31
14.03.2024 15:23:07:867;2,31
14.03.2024 15:23:07:945;2,31
14.03.2024 15:23:08:023;2,31
14.03.2024 15:23:08:101;2,32
14.03.2024 15:23:08:179;2,32
14.03.2024 15:23:08:257;2,32
14.03.2024 15:23:08:335;2,32
14.03.2024 15:23:08:648;2,32
14.03.2024 15:23:08:726;2,33
14.03.2024 15:23:09:038;2,33
14.03.2024 15:23:09:117;2,33
14.03.2024 15:23:09:195;2,34
14.03.2024 15:23:09:351;2,34
14.03.2024 15:23:09:429;2,34
14.03.2024 15:23:09:508;2,34
14.03.2024 15:23:09:586;2,35
14.03.2024 15:23:09:820;2,35
14.03.2024 15:23:09:898;2,36
14.03.2024 15:23:10:055;2,36
14.03.2024 15:23:10:133;2,36
14.03.2024 15:23:10:211;2,36
14.03.2024 15:23:10:289;2,36
14.03.2024 15:23:10:367;2,37
14.03.2024 15:23:10:523;2,37
14.03.2024 15:23:10:617;2,37
14.03.2024 15:23:10:773;2,37
14.03.2024 15:23:10:852;2,38
14.03.2024 15:23:11:008;2,38
14.03.2024 15:23:11:102;2,38
14.03.2024 15:23:11:180;2,39
14.03.2024 15:23:11:258;2,39
14.03.2024 15:23:11:336;2,4
14.03.2024 15:23:11:414;2,39
14.03.2024 15:23:11:492;2,4
14.03.2024 15:23:11:649;2,4
14.03.2024 15:23:11:727;2,4
14.03.2024 15:23:11:805;2,41
14.03.2024 15:23:11:883;2,41
14.03.2024 15:23:11:961;2,42
14.03.2024 15:23:12:040;2,42
14.03.2024 15:23:12:118;2,42
14.03.2024 15:23:12:195;2,42
14.03.2024 15:23:12:274;2,43
14.03.2024 15:23:12:352;2,44
14.03.2024 15:23:12:430;2,44
14.03.2024 15:23:12:508;2,45
14.03.2024 15:23:12:665;2,45
14.03.2024 15:23:12:743;2,45
14.03.2024 15:23:12:821;2,47
14.03.2024 15:23:12:899;2,47
14.03.2024 15:23:12:977;2,47
14.03.2024 15:23:13:055;2,48
14.03.2024 15:23:13:134;2,48
14.03.2024 15:23:13:211;2,49
14.03.2024 15:23:13:290;2,5
14.03.2024 15:23:13:368;2,5
14.03.2024 15:23:13:446;2,5
14.03.2024 15:23:13:524;2,51
14.03.2024 15:23:13:603;2,52
14.03.2024 15:23:13:681;2,52
14.03.2024 15:23:13:758;2,53
14.03.2024 15:23:13:837;2,53
14.03.2024 15:23:13:931;2,54
14.03.2024 15:23:14:009;2,54
14.03.2024 15:23:14:087;2,55
14.03.2024 15:23:14:165;2,55
14.03.2024 15:23:14:243;2,56
14.03.2024 15:23:14:321;2,56
14.03.2024 15:23:14:399;2,57
14.03.2024 15:23:14:478;2,58
14.03.2024 15:23:14:556;2,58
14.03.2024 15:23:14:634;2,59
14.03.2024 15:23:14:712;2,6
14.03.2024 15:23:14:806;2,6
14.03.2024 15:23:14:884;2,6
14.03.2024 15:23:14:962;2,61
14.03.2024 15:23:15:056;2,61
14.03.2024 15:23:15:150;2,62
14.03.2024 15:23:15:228;2,63
14.03.2024 15:23:15:306;2,63
14.03.2024 15:23:15:384;2,64
14.03.2024 15:23:15:462;2,65
14.03.2024 15:23:15:619;2,65
14.03.2024 15:23:15:697;2,66
14.03.2024 15:23:15:775;2,66
14.03.2024 15:23:15:853;2,67
14.03.2024 15:23:15:931;2,68
14.03.2024 15:23:16:025;2,68
